2021-04-14 22:10:55,256 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Apr 14 22:10:55 CST 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-14 22:36:44,843 | INFO  | Listening for connections at: stomp://e7bef62c4223:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 22:36:44,846 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 22:36:44,850 | INFO  | Listening for connections at: mqtt://e7bef62c4223:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 22:36:44,853 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 22:36:45,047 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6d167f58{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-14 22:36:45,128 | INFO  | Listening for connections at ws://e7bef62c4223:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-14 22:36:45,129 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 22:36:45,130 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:e7bef62c4223-40349-1618411004445-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-14 22:36:45,132 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-14 22:36:45,975 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-14 22:36:46,563 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-14 22:36:46,564 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-14 22:36:46,620 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-14 22:36:47,297 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-14 22:36:47,352 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-14 22:46:12,607 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Apr 14 22:46:12 CST 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-14 22:46:13,382 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-14 22:46:13,422 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 22:46:13,481 | INFO  | Recovering from the journal @1:11080 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 22:46:13,482 | INFO  | Recovery replayed 3 operations from the journal in 0.056 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 22:46:13,489 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-14 22:46:13,500 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2021-04-14 22:46:13,609 | INFO  | Recovering from the scheduled job journal @1:1036 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 22:46:13,613 | INFO  | Recovery replayed 1 operations from the journal in 0.003 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 22:46:13,615 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 22:46:13,655 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:555956e0aae6-40245-1618411573503-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-14 22:46:13,669 | INFO  | Listening for connections at: tcp://555956e0aae6:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 22:46:13,671 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 22:46:13,716 | INFO  | Listening for connections at: amqp://555956e0aae6:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 22:46:13,717 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 22:46:13,720 | INFO  | Listening for connections at: stomp://555956e0aae6:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 22:46:13,722 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 22:46:13,725 | INFO  | Listening for connections at: mqtt://555956e0aae6:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 22:46:13,727 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 22:46:13,806 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6d167f58{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-14 22:46:13,838 | INFO  | Listening for connections at ws://555956e0aae6:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-14 22:46:13,839 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 22:46:13,840 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:555956e0aae6-40245-1618411573503-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-14 22:46:13,841 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-14 22:46:14,220 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-14 22:46:14,495 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-14 22:46:14,495 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-14 22:46:14,529 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-14 22:46:14,755 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-14 22:46:14,807 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-14 22:47:02,877 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Apr 14 22:47:02 CST 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-14 22:47:04,586 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-14 22:47:04,632 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 22:47:04,714 | INFO  | Recovering from the journal @1:11912 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 22:47:04,716 | INFO  | Recovery replayed 6 operations from the journal in 0.078 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 22:47:04,739 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-14 22:47:04,748 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2021-04-14 22:47:04,856 | INFO  | Recovering from the scheduled job journal @1:1108 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 22:47:04,858 | INFO  | Recovery replayed 1 operations from the journal in 0.002 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 22:47:04,860 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 22:47:04,951 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:f4a695607d62-40585-1618411624753-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-14 22:47:04,977 | INFO  | Listening for connections at: tcp://f4a695607d62:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 22:47:04,979 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 22:47:04,983 | INFO  | Listening for connections at: amqp://f4a695607d62:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 22:47:04,985 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 22:47:05,008 | INFO  | Listening for connections at: stomp://f4a695607d62:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 22:47:05,011 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 22:47:05,021 | INFO  | Listening for connections at: mqtt://f4a695607d62:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 22:47:05,024 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 22:47:05,353 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6d167f58{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-14 22:47:05,434 | INFO  | Listening for connections at ws://f4a695607d62:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-14 22:47:05,435 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 22:47:05,436 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:f4a695607d62-40585-1618411624753-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-14 22:47:05,437 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-14 22:47:06,102 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-14 22:47:06,608 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-14 22:47:06,609 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-14 22:47:06,685 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-14 22:47:07,333 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-14 22:47:07,405 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-14 14:54:51,676 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Apr 14 14:54:51 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-14 14:54:53,820 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-14 14:54:53,885 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 14:54:54,002 | INFO  | Recovering from the journal @1:13101 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 14:54:54,003 | INFO  | Recovery replayed 3 operations from the journal in 0.099 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 14:54:54,011 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-14 14:54:54,032 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2021-04-14 14:54:54,142 | INFO  | Recovering from the scheduled job journal @1:1180 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 14:54:54,144 | INFO  | Recovery replayed 1 operations from the journal in 0.001 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 14:54:54,145 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 14:54:54,210 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:48c4fd53a75a-45873-1618412094039-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-14 14:54:54,234 | INFO  | Listening for connections at: tcp://48c4fd53a75a:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 14:54:54,243 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 14:54:54,249 | INFO  | Listening for connections at: amqp://48c4fd53a75a:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 14:54:54,255 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 14:54:54,267 | INFO  | Listening for connections at: stomp://48c4fd53a75a:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 14:54:54,275 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 14:54:54,409 | INFO  | Listening for connections at: mqtt://48c4fd53a75a:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 14:54:54,415 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 14:54:54,650 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6d167f58{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-14 14:54:54,688 | INFO  | Listening for connections at ws://48c4fd53a75a:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-14 14:54:54,689 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 14:54:54,690 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:48c4fd53a75a-45873-1618412094039-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-14 14:54:54,691 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-14 14:54:55,533 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-14 14:54:56,064 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-14 14:54:56,070 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-14 14:54:56,149 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-14 14:54:56,706 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-14 14:54:56,806 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-14 15:05:36,206 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Apr 14 15:05:36 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-14 15:05:37,201 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-14 15:05:37,241 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 15:05:37,323 | INFO  | Recovering from the journal @1:14052 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 15:05:37,324 | INFO  | Recovery replayed 1 operations from the journal in 0.077 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 15:05:37,340 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-14 15:05:37,350 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2021-04-14 15:05:37,457 | INFO  | Recovering from the scheduled job journal @1:1252 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 15:05:37,458 | INFO  | Recovery replayed 1 operations from the journal in 0.002 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 15:05:37,460 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 15:05:37,518 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:815f34a466d3-33951-1618412737354-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-14 15:05:37,534 | INFO  | Listening for connections at: tcp://815f34a466d3:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 15:05:37,541 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 15:05:37,601 | INFO  | Listening for connections at: amqp://815f34a466d3:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 15:05:37,603 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 15:05:37,614 | INFO  | Listening for connections at: stomp://815f34a466d3:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 15:05:37,616 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 15:05:37,621 | INFO  | Listening for connections at: mqtt://815f34a466d3:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 15:05:37,622 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 15:05:37,730 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6d167f58{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-14 15:05:37,768 | INFO  | Listening for connections at ws://815f34a466d3:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-14 15:05:37,769 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 15:05:37,770 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:815f34a466d3-33951-1618412737354-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-14 15:05:37,772 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-14 15:05:38,212 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-14 15:05:38,417 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-14 15:05:38,417 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-14 15:05:38,456 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-14 15:05:38,744 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-14 15:05:38,788 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-14 15:08:03,855 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Apr 14 15:08:03 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-14 15:08:05,870 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-14 15:08:05,914 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 15:08:06,031 | INFO  | Recovering from the journal @1:14765 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 15:08:06,034 | INFO  | Recovery replayed 1 operations from the journal in 0.114 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 15:08:06,046 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-14 15:08:06,056 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2021-04-14 15:08:06,163 | INFO  | Recovering from the scheduled job journal @1:1324 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 15:08:06,164 | INFO  | Recovery replayed 1 operations from the journal in 0.001 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 15:08:06,166 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 15:08:06,225 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:6ed06fe701bd-34733-1618412886060-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-14 15:08:06,345 | INFO  | Listening for connections at: tcp://6ed06fe701bd:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 15:08:06,352 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 15:08:06,360 | INFO  | Listening for connections at: amqp://6ed06fe701bd:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 15:08:06,364 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 15:08:06,369 | INFO  | Listening for connections at: stomp://6ed06fe701bd:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 15:08:06,372 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 15:08:06,380 | INFO  | Listening for connections at: mqtt://6ed06fe701bd:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 15:08:06,383 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 15:08:06,622 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6d167f58{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-04-14 15:08:06,744 | INFO  | Listening for connections at ws://6ed06fe701bd:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-04-14 15:08:06,752 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 15:08:06,756 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:6ed06fe701bd-34733-1618412886060-1:1) started | org.apache.activemq.broker.BrokerService | main
2021-04-14 15:08:06,758 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-04-14 15:08:07,533 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-04-14 15:08:08,011 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-14 15:08:08,021 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-04-14 15:08:08,163 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-04-14 15:08:08,712 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-04-14 15:08:08,785 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-04-14 15:09:20,578 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Wed Apr 14 15:09:20 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-04-14 15:09:22,334 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-04-14 15:09:22,427 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 15:09:22,574 | INFO  | Recovering from the journal @1:15359 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 15:09:22,576 | INFO  | Recovery replayed 3 operations from the journal in 0.143 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-04-14 15:09:22,585 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-04-14 15:09:22,599 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2021-04-14 15:09:22,711 | INFO  | Recovering from the scheduled job journal @1:1396 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 15:09:22,713 | INFO  | Recovery replayed 1 operations from the journal in 0.002 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 15:09:22,714 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2021-04-14 15:09:22,801 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:af77296a1d42-36293-1618412962606-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-04-14 15:09:22,831 | INFO  | Listening for connections at: tcp://af77296a1d42:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 15:09:22,835 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 15:09:22,935 | INFO  | Listening for connections at: amqp://af77296a1d42:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 15:09:22,942 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 15:09:22,948 | INFO  | Listening for connections at: stomp://af77296a1d42:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 15:09:22,951 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-04-14 15:09:22,959 | INFO  | Listening for connections at: mqtt://af77296a1d42:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-04-14 15:09:22,962 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
